answer,label
"Не исключаю возвращение в компанию, но только в случае уникальной возможности.",0
"На данный момент не рассматриваю этот вариант, но спасибо за предложение.",2
Я не готов к смене приоритетов на данный момент.,2
"Возвращение в компанию? Это было бы интересно, но мои цели изменились.",2
"С благодарностью вспоминаю свой опыт в компании, но сейчас моя карьера развивается в другом направлении.",2
В данный момент у меня другие планы на будущее.,2
Я готов к новым испытаниям и вызовам.,2
Возвращение в компанию не входит в мои планы на ближайшее будущее.,2
"Спасибо за предложение, но сейчас у меня другие карьерные приоритеты.",2
"С интересом слежу за успехами компании, но не планирую возвращаться.",2
"Я ценю свой опыт в компании, но в настоящее время настроен на новые цели.",2
"Мое прошлое в компании осталось в прошлом, и я стремлюсь к новому.",2
В данный момент я не рассматриваю эту возможность.,2
"В будущем, возможно, но на данный момент я собираюсь продолжать свое текущее путешествие.",2
"Могу подумать над таким предложением, если это будет действительно интересно.",0
"Не исключено, но сейчас я занимаюсь другим.",0
"Спасибо за предложение, но я не вижу смысла возвращаться.",2
"Возможность интересная, но я ищу новые горизонты.",2
Пока что нет.,2
На данный момент у меня нет желания возвращаться.,0
"Возможность хорошая, но я хочу построить свою карьеру в другой сфере.",1
Сейчас меня заинтересовали другие профессиональные цели.,1
Не вижу причин для возвращения.,0
"Рассмотрю вариант, если предложение будет достаточно привлекательным.",0
На данный момент мои планы состоят в другом.,1
В данный момент я не заинтересован в возвращении в компанию.,0
"Могу оценить такое предложение, но только в том случае, если это будет выгодное сотрудничество.",0
Мои интересы сейчас лежит в другом направлении.,1
У меня сейчас нет интереса возвращаться в компанию.,0
"Спасибо за интерес, но в данный момент я не хочу возвращаться.",0
"Не уверен, что сейчас хочу смениться работу.",0
"Я ценю опыт работы в компании, но сейчас в поиске новых возможностей.",1
Возможность возвращения не входит в мои краткосрочные планы.,0
Не рассматриваю такой вариант в ближайшем будущем.,0
"Сейчас меня устраивает моя текущая работа, но благодарен за предложение.",1
"Мои карьерные приоритеты сейчас другие, но спасибо за интерес.",1
"Я признателен за предложение, но сейчас не в поиске новых вакансий.",0
"На данный момент я не рассматриваю возвращение, но готов держать вас в курсе своих решений.",0
"Спасибо за ваше обращение. Я рассмотрю предложение, если оно будет соответствовать моим целям и желаниям.",0
"Я не исключаю возвращение в будущем, но сейчас в процессе построения своей карьеры в другом направлении.",1
"В будущем возможно, но сейчас я не рассматриваю такой вариант.",0
"Мое прошлое в компании - важный опыт, но я не вижу себя в этом коллективе в текущий момент.",0
Я всегда открыт к новым предложениям и с интересом узнал бы подробнее об условиях возвращения.,0
"Я с уважением отношусь к компании и ее успехам, но мои личные планы в настоящее время лежат в другой плоскости.",1
В ближайшее время не планирую смены места работы.,0
Спасибо за ваше внимание. Сейчас меня привлекают другие проекты.,1
В текущий момент мои карьерные цели лежат в другом направлении.,1
Моя сейчас карьера развивается в другом русле.,1
"Я благодарен за предложение, но в настоящее время рассматриваю другие возможности.",1
Я всегда буду в курсе событий в компании и с интересом буду следить за ее развитием.,1
"Не рассматриваю этот вариант сейчас, но спасибо за предложение.",0
"В моих планах на ближайшее будущее нет возвращения в компанию, но я рад за ее успехи.",1
"Я готов поддерживать контакт с компанией, но не вижу для себя возможность вернуться.",0
"В будущем, возможно, но не сейчас.",0
В данный момент я нахожусь на другом этапе своей карьеры.,1
"Спасибо за интерес, но я в поисках новых горизонтов.",1
Моя карьерная траектория сейчас движется в другом направлении.,1
"Спасибо за ваше обращение, но сейчас я не готов к изменениям.",0
"У меня нет ни желания, ни возможности вернуться в компанию.",0
"Я готов рассмотреть все варианты, если они будут отвечать моим профессиональным амбициям.",0
"Я ценю свое прошлое в компании, но не вернусь.",0
Спасибо за интерес. У меня сейчас другие карьерные цели.,1
"Возможно, через некоторое время я пересмотрю свои планы.",0
"Я не вижу смысла в возвращении, но спасибо за предложение.",0
"Я всегда с теплотой вспоминаю время, проведенное в компании, но сейчас мои профессиональные цели лежат в другом направлении.",1
"В данный момент моя карьера развивается в другом русле, но я всегда открыт к новым предложениям и рассмотрю возможность возвращения при соответствующих условиях.",1
"Я благодарю компанию за полученный опыт, но на данный момент у меня нет планов возвращаться.",1
"Возможно, в будущем я снова заинтересуюсь предложением о работе в компании, но сейчас у меня другие приоритеты.",1
"Сейчас я сосредоточен на других проектах, но не исключаю возможность вернуться в компанию в будущем.",0
"Компания сыграла важную роль в моем профессиональном развитии, но я стремлюсь к новым вызовам и открытиям.",1
"Я высоко ценю опыт, полученный в компании, но на данный момент у меня другие цели.",1
"Я благодарю компанию за предоставленную возможность, но сейчас я сосредоточен на реализации других проектов.",1
"У меня нет планов на возвращение, но я желаю компании успехов в будущем.",1
"Я рад, что имел возможность работать в компании, но сейчас я заинтересован в других сферах деятельности.",1
"Возвращение в компанию на данный момент не входит в мои планы, но я не исключаю такой вариант в будущем.",0
"В данный момент у меня нет причин для возвращения, но я желаю компании всего наилучшего.",1
"Я благодарен компании за предложенную возможность, но сейчас сосредоточен на развитии своих профессиональных навыков в другом направлении.",1
"Я всегда готов рассмотреть новые возможности, но на данный момент у меня нет конкретных планов относительно возвращения в компанию.",0
"Я очень благодарен за время, проведенное в компании, но на данный момент я сосредоточен на развитии других проектов.",1
"В будущем, возможно, я рассмотрю такую возможность, но на данный момент мои интересы лежат в другой плоскости.",1
"Я очень дорожу опытом, полученным в компании, но сегодня мои приоритеты лежат в других направлениях.",1
"Я с интересом наблюдаю за развитием компании, но сейчас мои карьерные планы строиться на другой концепции.",1
"Я всегда готов поддерживать связь с компанией, но возвращение в нее не входит в мои текущие планы.",0
"Я желаю компании всего наилучшего в будущем, но в данный момент я сосредоточен на других профессиональных целях.",1
"Я открыт к предложениям от компании, но моя главная задача сейчас - реализация своих новых идей и проектов.",1
"Я очень ценю время, проведенное в компании, но сейчас я сосредоточен на строительстве своей собственной карьеры.",1
"Я отсутствовал в компании не так давно, поэтому сейчас у меня нет никаких желаний на ее возвращение.",0
"Я благодарен за всё, что дал мне период работы в компании, но сейчас у меня есть иные цели.",1
"У меня нет никакой конкретной цели, но я бы рад узнать о планах компании на будущее.",0
"Я всегда готов с радостью увидеть моих бывших коллег и обсудить планы на будущее, но возвращение в компанию сейчас не является моей целью.",0
"Я очень благодарен за возможность поработать в компании и ценю полученный опыт, но в данный момент мои планы на профессиональное развитие строятся в другом направлении.",1
"Я слежу за успехами компании и желаю ей дальнейших процветания, но на данный момент не рассматриваю возможности возвращения.",0
"Я с интересом наблюдаю за развитием компании и желаю ей дальнейших успехов, но сейчас моя профессиональная дорога лежит в другом направлении.",1
"Я очень благодарен компании за опыт, полученный в ней, но сейчас мои карьерные амбиции лежат в другом направлении.",1
"Я с удовольствием вспоминаю время, проведенное в компании, но сейчас у меня другие профессиональные планы.",1
"Я ценю полученный в компании опыт и с интересом наблюдаю за ее успехами, но в моих текущих планах нет возвращения.",0
"Я не рассматриваю возвращение в компанию в ближайшее время, но готов в любой момент обсудить сотрудничество.",0
Я очень благодарен компании за представленную возможность поработать в ней и приобрести необходимый опыт.,1
"Я благодарен за время, проведенное в компании, но сейчас я нацелен на новые вызовы и возможности для роста.",1
"В данный момент я сосредоточен на других проектах и не планирую возвращаться в компанию, но я готов поддерживать с ней контакты в будущем.",0
"Я всегда готов поддерживать связь с коллегами из компании, но не планирую возвращаться в ближайшее время.",0
"Я очень ценю возможность поработать в компании, но на данный момент я собираюсь сосредоточиться на другом направлении своей карьеры.",1
"Я всегда готов помочь компании и оставаться на связи, но в настоящее время я не планирую возвращаться на работу.",0
"Я желаю компании дальнейших успехов и надеюсь, что у нас еще будут общие проекты в будущем.",1
"В настоящий момент я сосредоточен на развитии новых навыков, но я с радостью рассмотрю возможность возвращения в будущем.",1
"Я очень признателен за то, что имел возможность поработать в компании, но сейчас я направляю свои усилия на другую цель.",1
"Я всё ещё думаю о возможности вернуться в компанию, но сейчас у меня не так много свободного времени.",0
"Я всегда с радостью вспомню время, проведенное в компании, но в настоящее время я собираюсь сосредоточиться на других задачах.",1
"Я очень ценю опыт, который получил в компании, но сейчас я сосредоточен на строительстве собственного дела.",1
"Я всегда открыт к новым предложениям, но в данный момент не планирую возвращаться в компанию.",0
"Я очень рад, что работал в компании, и с интересом слежу за ее успехами, но сейчас мои профессиональные цели лежат в другой сфере.",1
"Я не рассматриваю возможность возвращения в компанию, но с удовольствием буду поддерживать контакты с бывшими коллегами.",0
"Я очень благодарен компании за представленную возможность, но сейчас я занимаюсь другими проектами, которые мне кажутся более интересными.",1
"Я always готов к переменам в жизни, но в настоящее время я сосредоточен на реализации своих новых идей.",1
"Я очень рад, что у меня была возможность поработать в компании и приобрести ценный опыт, но сейчас мои цели лежат в другом направлении.",1
"Я всегда буду вспоминать время, проведенное в компании, с теплотой, но в настоящее время я планирую развиваться в другом русле.",1
"Я очень рад, что имел возможность поработать в компании, но сейчас у меня другие профессиональные приоритеты.",1
"Я не исключаю возможности возвращения в компанию в будущем, но сейчас у меня другие задачи.",0
"Я всегда готов к новым вызовам и возможностям, но в настоящее время я сосредоточен на развитии своего бизнеса.",1
"Я очень признателен за полученный опыт и с интересом слежу за развитием компании, но в моих планах сейчас нет возвращения.",1
"В данный момент я сосредоточен на новых возможностях, но не исключаю этого в будущем.",0
"С удовольствием вернулся бы, если бы были подходящие условия.",1
"Пока не планирую возвращаться, но никогда не говорю 'никогда'.",0
"Если появятся интересные предложения, я готов рассмотреть.",1
"Возможно, но сейчас хочу развиваться в другом направлении.",0
"На данный момент у меня другие планы.",2
"Не исключаю такую возможность в будущем.",0
"Я был бы рад вернуться, если изменятся обстоятельства.",1
"Компания остается для меня важным этапом, но пока хочу двигаться дальше.",0
"Пока не рассматриваю возможность возвращения.",2
"Если будут изменения в компании, возможно, я вернусь.",0
"При благоприятных условиях я готов рассмотреть возвращение.",1
"Не думаю, что это будет актуально в ближайшее время.",2
"Возможно, в будущем, если появится нужда в моем опыте.",0
"Вернусь только в случае серьезных перемен в компании.",2
"Если будет интересный проект, я готов вернуться.",1
"Не исключаю возвращения при появлении новых интересных возможностей.",0
"Я открыт для новых предложений, в том числе и от вашей компании.",1
"Пока не вижу причин возвращаться.",2
"Сейчас другие приоритеты, но не исключаю возврата.",0
"Вернусь, если будут изменения в корпоративной культуре.",2
"Готов рассмотреть возвращение, если изменятся условия работы.",1
"Не вижу себя здесь в ближайшем будущем.",2
"Компания оставила положительные впечатления, но пока не планирую возвращение.",0
"Если буду уверен, что компания движется в правильном направлении, вернусь.",1
"Пока не планирую возвращение, но возможно через некоторое время.",0
"Вернусь, если появится подходящая возможность.",1
"Сейчас меня интересуют другие направления, но в будущем не исключаю.",0
"На данный момент мои цели изменились.",2
"Может быть, в будущем рассмотрю эту возможность.",0
"Если будет шанс реализовать интересные проекты, вернусь.",1
"Пока не рассматриваю возможность возвращения.",2
"Буду рад вернуться, если изменятся условия работы.",1
"Не думаю, что это входит в мои планы.",2
"Если изменятся условия труда, возможно.",0
"Готов рассмотреть это предложение в будущем.",1
"Сейчас не планирую возвращаться, но не закрываю эту дверь.",0
"Вернусь только если будут радикальные изменения.",2
"Готов рассмотреть предложения, если они будут соответствовать моим ожиданиям.",1
"Не исключаю возможности возвращения в будущем.",0
"Скорее всего нет, мои приоритеты изменились.",2
"Если компания продолжит развиваться, я вернусь.",1
"Пока не вижу причин возвращаться, но кто знает, что будет через год.",0
"На данный момент не планирую, но всегда остаюсь на связи.",1
"Не думаю, что это вариант для меня.",2
"Вернусь, если появится что-то действительно стоящее.",1
"Не исключаю, но сейчас у меня другие приоритеты.",0
"Мои интересы сейчас в другом направлении.",2
"Буду рад рассмотреть такое предложение в будущем.",1
"Пока не думаю о возвращении, но это не исключено.",0
"Не планирую возвращаться в обозримом будущем.",2
"С удовольствием вернулся бы, если бы условия стали лучше.",1
"На данный момент другие приоритеты, но не исключаю возврат.",0
"Если компания продолжит расти, вернусь.",1
"Сейчас я сконцентрирован на других целях.",2
"Возможно в будущем, но пока не вижу причин.",0
"При изменении корпоративной политики я мог бы вернуться.",1
"Пока не планирую возвращение.",2
"Готов рассмотреть возможность, если будут интересные предложения.",0
"Вернусь, если компания предложит что-то новое.",1
"Не думаю, что это в моих интересах.",2
"Если будут улучшены условия, возможно.",0
"Компания остается для меня важной, но пока двигаюсь дальше.",1
"Пока не рассматриваю это всерьез.",2
"Если появится подходящий проект, вернусь.",1
"Пока не думаю об этом, но никогда не исключаю такую возможность.",0
"Не планирую возвращаться, но буду следить за развитием компании.",1
"Не думаю, что это актуально на данный момент.",2
"Вернусь, если компания предложит более привлекательные условия.",1
"Пока хочу двигаться дальше.",2
"Если компания предложит интересную должность, вернусь.",1
"Не планирую возвращаться в ближайшее время.",2
"Может быть, если изменятся условия.",0
"Готов рассмотреть возможность в будущем.",1
"Не вижу себя здесь в ближайшие несколько лет.",2
"Если изменятся обстоятельства, возможно.",0
"Вернусь, если появится нужная позиция.",1
"Пока не планирую возвращаться, но всегда на связи.",0
"Не думаю, что это в моих планах.",2
"Если будут интересные проекты, возможно.",0
"С удовольствием вернусь, если появятся интересные задачи.",1
"Не вижу себя в этой компании в будущем.",2
"Может быть, если будут изменения в политике компании.",0
"Готов вернуться, если предложат более гибкие условия.",1
"Пока не вижу оснований для возвращения.",2
"Если компания изменит стратегию, вернусь.",1
"На данный момент другие цели, но не исключаю возвращения.",0
"Сейчас мне интересны другие сферы.",2
"Если появятся перспективные проекты, я подумаю о возвращении.",1
"Не думаю, что это то, что мне нужно сейчас.",2
"Не хочу возвращаться в это место, полное проблем.",2
"Вряд ли я вернусь, тут только мешают работать.",2
"Скорее всего нет, здесь ничего хорошего не ждет.",2
"В этой компании только и делают, что подводят.",2
"Никогда не вернусь в это ужасное место.",2
"Зачем возвращаться в компанию, которая так плохо обращается с людьми?",2
"Пока не вижу причин возвращаться в этот хаос.",2
"Не хочу иметь дело с теми, кто не ценит сотрудников.",2
"Нет, я не собираюсь возвращаться в атмосферу токсичности.",2
"Эта компания не стоит моих усилий.",2
"Лучше найду что-то новое, чем вернусь сюда.",2
"Не буду возвращаться в эту дурацкую организацию.",2
"Не вижу смысла возвращаться туда, где меня не ценят.",2
"Никогда не вернусь, если только за деньгами.",2
"Это место точно не для меня, ни за что не вернусь.",2
"Возвращаться в такое токсичное окружение? Никогда!",2
"Не думаю, что здесь что-то изменится к лучшему.",2
"Никто не делает ничего для сотрудников, не вернусь.",2
"Нет, спасибо, я не собираюсь снова мучиться здесь.",2
"Это место меня выжило, не вернусь снова.",2
"Не хочу возвращаться в эту черную дыру.",2
"Когда-нибудь я вернусь только, чтобы забрать свои вещи.",2
"Вернуться в компанию, которая не заботится о своих работниках? Ни за что!",2
"Скорее, я вернусь, чтобы сообщить о своей жалобе.",2
"Нет, в этой компании только негатив и стрессы.",2
"Не хочу быть частью этой ненормальной культуры.",2
"С этой командой не хочу иметь ничего общего.",2
"Зачем возвращаться в такую ядовитую атмосферу?",2
"Никогда не вернусь к этому бардаку.",2
"На данный момент это самое последнее место, куда я бы вернулся.",2
"Сколько раз я тут был, столько раз было и разочарований.",2
"Не вернусь туда даже за деньги!",2
"В этом месте нет ни поддержки, ни понимания.",2
"Не хочу возвращаться туда, где меня не ценят.",2
"Какой смысл возвращаться в место, которое меня выдало?",2
"На данный момент это точно не моя компания.",2
"Сложно вернуться в компанию, которая так плохо обращается с работниками.",2
"Скорее всего, только для того, чтобы проверить, как они там!",2
"Не вернусь сюда, пока не изменится команда.",2
"Зачем возвращаться, если ничего не изменится?",2
"Не хочу снова разочаровываться в этой компании.",2
"Возвращаться сюда? Нет, спасибо.",2
"Это не та компания, в которую я когда-либо вернусь.",2
"Если что-то не изменится, я даже не подумаю о возвращении.",2
"Только через мой труп вернусь сюда!",2
"Мне не нужна эта работа, если вернуться сюда — значит снова терпеть это.",2
"Я не собираюсь возвращаться туда, где нет нормальных условий.",2
"Сначала пусть изменят свой подход к людям.",2
"Не хочу снова оказаться в ловушке.",2
"Зачем возвращаться туда, где тебя не ценят?",2
"Я ушел не зря и не собираюсь возвращаться.",2
"Не вернусь, пока тут такая ерунда!",2
"Это не то место, где я хочу снова работать.",2
"Кому нужна работа в компании, где все такие недовольные?",2
"Неужели кто-то всерьез вернется в это заведение?",2
"Сколько раз можно наступать на одни и те же грабли?",2
"Я не собираюсь снова испытывать это недовольство.",2
"Вряд ли я вернусь в такую несчастную атмосферу.",2
"Не вижу, зачем возвращаться туда, где просто ужасно.",2
"Вернусь только чтобы убедиться, что это место стало еще хуже.",2
"Только если мне предложат стать директором.",2
"Не планирую возвращаться, пока тут такая атмосфера.",2
"Не хочу быть частью этого пессимизма.",2
"Здесь нет ничего, что могло бы меня привлечь.",2
"Только если придется вернуть свои вещи, и то неохотно.",2
"Слишком много негативного опыта, чтобы вернуться.",2
"Только ради забавы, чтобы посмотреть, как все еще плохо.",2
"Нет, эта компания не стоит моего времени.",2
"Вряд ли я вернусь, пока тут такая ситуация.",2
"Только если будут кардинальные изменения в компании.",2
"Не вернусь, пока не будет понимания в команде.",2
"Пока здесь такая культура, не вернусь.",2
"Какой смысл возвращаться в токсичную среду?",2
"Не хочу снова переживать то, что пережил здесь.",2
"Эта компания только и делает, что разочаровывает.",2
"Никогда больше не вернусь в эту компанию.",2
"Сложно вернуться в место, где все так плохо.",2
"На данный момент это точно не моя компания.",2
"Не вернусь сюда, пока не изменятся правила игры.",2
"Не вернусь, пока здесь не будет никакой поддержки.",2
"Не хочу снова испытывать стресс в этом офисе.",2
"Это место только и делает, что вызывает разочарование.",2
"Нет, спасибо, я не собираюсь возвращаться в эту ямку.",2
"Возвращение сюда может только ухудшить мои дела.",2
"Не планирую вернуться, пока тут такая ситуация.",2
"Нет, и я не вижу причин возвращаться.",2
"На данный момент это самое последнее место, куда я бы вернулся.",2
"Я не хочу возвращаться в эту тюрьму для душ.",2
"Не собираюсь вернуться, даже если мне предложат больше денег.",2
"Не могу представить, что вернусь в это место.",2
"Эта компания не стоит моей лояльности.",2
"Скорее всего, только в качестве последнего выхода.",2
"Нет, не вижу смысла возвращаться сюда.",2
"Не вернусь, пока не будут изменения к лучшему.",2
"Это ужасное место для работы, и я не собираюсь туда возвращаться.",2
"Какой смысл возвращаться в атмосферу напряженности?",2
"Не вернусь, пока здесь такая ситуация.",2
"Не могу поверить, что кто-то хочет вернуться сюда.",2
"Буду рад вернуться, если появится интересная позиция.",1
"Если появится возможность, я с удовольствием вернусь.",1
"Пока открыт для предложений и готов вернуться.",1
"С удовольствием вернулся бы в команду, если будут новые проекты.",1
"Вернусь, если условия работы станут более гибкими.",1
"Готов рассмотреть возможность возврата в компанию в будущем.",1
"Буду рад вернуться, если изменятся условия труда.",1
"Не исключаю возвращения, если будут интересные задачи.",1
"Если меня пригласят, я с удовольствием вернусь.",1
"Постоянно в курсе событий компании, не исключаю возвращения.",1
"Если появится хорошая возможность, вернусь с радостью.",1
"С интересом вернулся бы в команду, если будут подходящие условия.",1
"Рад бы вернуться, если появятся новые интересные проекты.",1
"Пока готов обсуждать возможность возвращения.",1
"С удовольствием вернусь в компанию, если возникнет такая возможность.",1
"Смотрю на варианты, и возвращение в компанию может быть одним из них.",1
"Если компания предложит что-то новое, я с радостью вернусь.",1
"На данный момент открыто для предложений, в том числе от вашей компании.",1
"Если возникнет возможность, я обязательно вернусь.",1
"Буду рад вернуться, если будут изменения в структуре компании.",1
"Если появится возможность работать над интересным проектом, вернусь.",1
"С удовольствием вернусь в компанию, если предложат интересные задачи.",1
"Если будут радикальные изменения, я подумаю о возвращении.",1
"Я был бы рад вернуться, если появится возможность работать в другой команде.",1
"С радостью вернусь, если будут подходящие условия для работы.",1
"Если компания предложит мне роль, соответствующую моему опыту, вернусь.",1
"Если у компании будут новые направления, я с радостью вернусь.",1
"Я открыт для возвращения, если предложат интересные проекты.",1
"Не исключаю возможности возврата, если условия будут улучшены.",1
"С удовольствием вернусь, если меня позовут работать над новым проектом.",1
"Если будут изменения в политике компании, я могу вернуться.",1
"Готов вернуться в компанию, если предложат что-то интересное.",1
"Если компания изменит свои подходы, я с радостью вернусь.",1
"С интересом рассматриваю возможность возврата в компанию.",1
"Я был бы рад вернуться, если появится хорошая возможность.",1
"С радостью вернусь, если будут улучшены условия работы.",1
"Если компания будет развиваться в интересном направлении, я вернусь.",1
"Я открыт к обсуждению возможности возвращения в будущем.",1
"Буду рад вернуться в компанию, если будут изменения в управлении.",1
"Если появится новая роль, соответствующая моим навыкам, вернусь.",1
"С удовольствием вернусь в компанию, если появятся новые проекты.",1
"Если будут интересные задачи, я вернусь с радостью.",1
"Я не против вернуться, если возникнет подходящая возможность.",1
"Вернусь с радостью, если будут новые вызовы.",1
"Если компания предложит новые направления, я могу вернуться.",1
"Буду рад вернуться, если условия работы будут улучшены.",1
"Я с удовольствием вернусь в компанию, если предложат интересные задачи.",1
"Если появится возможность реализовать новый проект, я вернусь.",1
"С удовольствием вернусь, если будут изменения в коллективе.",1
"Готов рассмотреть предложение о возвращении, если будут интересные условия.",1
"Если появится возможность, я с радостью вернусь в команду.",1
"Я открыт к предложениям о возврате, если они будут актуальны.",1
"Буду рад вернуться, если мне предложат что-то интересное.",1
"Если изменится структура компании, я могу вернуться.",1
"С удовольствием вернусь, если будут новые перспективы.",1
"Если компания предложит мне новую роль, я с радостью вернусь.",1
"Я не против вернуться, если появятся интересные задачи.",1
"Если у вас будут интересные проекты, я с радостью вернусь.",1
"Буду рад вернуться, если предложат работу в другом направлении.",1
"С удовольствием вернусь в команду, если появятся новые возможности.",1
"Если будут изменения в компании, я готов вернуться.",1
"Я с удовольствием вернусь, если появится новая инициатива.",1
"Буду рад вернуться, если предложат более интересные условия.",1
"Если мне предложат что-то интересное, я с радостью вернусь.",1
"С удовольствием вернусь в команду, если будут новые задачи.",1
"Не исключаю возможность возвращения, если будут изменения в компании.",1
"Если появится интересный проект, я с радостью вернусь.",1
"Буду рад вернуться, если предложат интересные задачи и условия.",1
"Если компания предложит новые возможности, я вернусь.",1
"Я готов вернуться, если появится возможность реализовать интересный проект.",1
"С удовольствием вернусь, если изменятся условия работы.",1
"Если будут новые интересные направления, я с радостью вернусь.",1
"Готов рассмотреть возвращение в компанию, если предложат интересные задачи.",1
"С радостью вернусь, если изменятся условия труда.",1
"Если появится возможность работать над новым проектом, вернусь.",1
"Буду рад вернуться, если мне предложат интересную должность.",1
"С удовольствием вернусь в компанию, если появится подходящая роль.",1
"Если появится интересное предложение, я с радостью вернусь.",1
"Я открыт к возможности возвращения, если предложат новые вызовы.",1
"Если изменится структура команды, я могу вернуться.",1
"На данный момент я открыт для разных возможностей.",0
"Я пока не принял решения по этому поводу.",0
"В будущем возможно, но сейчас я сконцентрирован на другом.",0
"Это вопрос, который я пока не рассматривал.",0
"Сейчас не могу сказать, что это в моих планах.",0
"Пока у меня нет конкретных намерений по этому поводу.",0
"Я предпочитаю сосредоточиться на текущих проектах.",0
"На данный момент я не задумывался о возвращении.",0
"Всё может измениться, но сейчас я не планирую.",0
"Я не исключаю такой возможности, но не настаиваю.",0
"На данном этапе я не рассматриваю этот вопрос.",0
"Я открыт к диалогу, но это не приоритет для меня.",0
"Пока не хочу углубляться в этот вопрос.",0
"На данный момент у меня другие цели.",0
"Сейчас не актуально, но всё может измениться.",0
"Возможно, но сейчас у меня нет ясного плана.",0
"На данный момент не считаю это важным.",0
"Я не исключаю такие возможности, но сейчас это не главная тема.",0
"Я бы сказал, что это возможно в будущем.",0
"Пока не могу ответить однозначно на этот вопрос.",0
"На данный момент нет конкретных предложений, но все возможно.",0
"Это может быть вариантом, но сейчас я не на этом сосредоточен.",0
"Возможно, но сейчас у меня другие приоритеты.",0
"Я не исключаю возврата, но это зависит от многих факторов.",0
"На данный момент я рассматриваю разные варианты.",0
"Сейчас я сосредоточен на других проектах и целях.",0
"Не уверен, что это то, чего я хочу прямо сейчас.",0
"На данный момент я предпочитаю не углубляться в этот вопрос.",0
"Сейчас у меня другие приоритеты и интересы.",0
"Возможно, но это зависит от обстоятельств.",0
"На данный момент у меня нет конкретных планов по этому поводу.",0
"Я не исключаю такой возможности, но сейчас это не актуально.",0
"Пока я не думаю о возвращении, но всё может измениться.",0
"Сейчас не планирую возвращение, но кто знает, что будет дальше.",0
"На данный момент я не рассматриваю это всерьёз.",0
"Не могу сказать, что это мой приоритет сейчас.",0
"На данный момент я сосредоточен на своих текущих задачах.",0
"Пока не планирую, но не закрываю дверь для будущего.",0
"Не уверен, что это то, что я хочу прямо сейчас.",0
"Всё зависит от обстоятельств и предложений.",0
"На данный момент это не в моих интересах.",0
"Сейчас у меня нет ясного ответа на этот вопрос.",0
"Не думаю, что это будет актуально в ближайшее время.",0
"На данный момент я нахожусь на новом пути.",0
"Возможно, в будущем, но сейчас я не рассматриваю.",0
"Я не исключаю, что в будущем это может быть возможно.",0
"Сейчас я сосредоточен на других направлениях.",0
"На данный момент у меня нет планов по этому поводу.",0
"Всё может измениться, но на данный момент нет.",0
"На данном этапе я не рассматриваю возвращение.",0
"Пока не планирую, но всё может поменяться.",0
"Сейчас у меня есть другие приоритеты и цели.",0
"Я не исключаю возврата, но не планирую этого сейчас.",0
"На данный момент это не главный вопрос для меня.",0
"Сейчас я сосредоточен на новых проектах и возможностях.",0
"Пока не думаю об этом, но не исключаю такую возможность.",0
"На данный момент у меня нет ясных намерений.",0
"Это вопрос, который я пока не прорабатываю.",0
"На данный момент нет конкретного плана на этот счет.",0
"Сейчас я сконцентрирован на своих текущих проектах.",0
"Пока не думаю о возвращении, но оставляю эту возможность открытой.",0
"Возможно, это будет актуально в будущем, но не сейчас.",0
"Сейчас у меня другие приоритеты, но я остаюсь открытым для предложений.",0
"Не могу сказать, что это в моих планах сейчас.",0
"На данный момент это не на повестке дня.",0
"Пока не вижу оснований для возвращения.",0
"Сейчас у меня есть другие интересы и планы.",0
"Возможно, в будущем, но на данный момент я не задумывался об этом.",0
"На данном этапе я не рассматриваю эту возможность.",0
"Сейчас у меня нет конкретных намерений в этом направлении.",0
"На данный момент я открыт для новых возможностей, но не в этой компании.",0
"Не исключаю, но это не в числе моих ближайших планов.",0
"На текущий момент я сосредоточен на других возможностях.",0
"Не знаю, что будет в будущем, но сейчас не рассматриваю.",0
"На данный момент у меня нет ясного ответа.",0
"Пока не считаю это актуальным вопросом.",0
"Сейчас я нахожусь на другом этапе своей карьеры.",0
"На данный момент это не в моих планах.",0
"Возможно, в будущем, но пока я не рассматриваю.",0
"Не думаю, что это тот путь, который мне интересен сейчас.",0
"Пока не планирую возвращение, но не закрываю эту возможность.",0
"Сейчас у меня есть другие направления для развития.",0
"На данный момент не вижу причин для возвращения.",0
"Всё зависит от того, как будут развиваться события.",0
"На данный момент я открыт для разных возможностей.",0
"Пока не могу сказать, что это в моих интересах.",0
"На данный момент это не на моем радаре.",0
"Сейчас у меня другие цели, но я остаюсь открытым для предложений.",0
"Не знаю, что будет в будущем, но сейчас это не актуально.",0
"На данный момент это не в числе моих приоритетов.",0   
